date,close
1998-12-22,16.716154098510742
1998-12-23,17.091785430908203
1998-12-24,17.196138381958008
1998-12-28,16.945697784423828
1998-12-29,17.32135009765625
1998-12-30,17.175262451171875
1998-12-31,17.36309242248535
1999-01-04,17.32135009765625
1999-01-05,17.59264373779297
1999-01-06,17.884807586669922
1999-01-07,17.80133819580078
1999-01-08,18.020458221435547
1999-01-11,18.062198638916016
1999-01-12,17.989164352416992
1999-01-13,17.822202682495117
1999-01-14,17.676116943359375
1999-01-15,17.916120529174805
1999-01-19,18.427404403686523
1999-01-20,18.53175163269043
1999-01-21,17.884807586669922
1999-01-22,17.811771392822266
1999-01-25,17.957857131958008
1999-01-26,18.041332244873047
1999-01-27,17.86393928527832
1999-01-28,18.197847366333008
1999-01-29,18.197847366333008
1999-02-01,18.302200317382812
1999-02-02,18.030895233154297
1999-02-03,18.3752384185791
1999-02-04,18.239587783813477
1999-02-05,18.030895233154297
1999-02-08,18.020458221435547
1999-02-09,17.696996688842773
1999-02-10,17.738739013671875
1999-02-11,18.218717575073242
1999-02-12,17.947431564331055
1999-02-16,18.114370346069336
1999-02-17,17.92654037475586
1999-02-18,18.156116485595703
1999-02-19,18.20828628540039
1999-02-22,18.5943660736084
1999-02-23,18.563058853149414
1999-02-24,18.343929290771484
1999-02-25,18.166549682617188
1999-02-26,18.218717575073242
1999-03-01,18.187419891357422
1999-03-02,18.176979064941406
1999-03-03,18.062198638916016
1999-03-04,18.38568115234375
1999-03-05,18.803054809570312
1999-03-08,18.82392692565918
1999-03-09,18.677839279174805
1999-03-10,18.84479331970215
1999-03-11,18.97000503540039
1999-03-12,18.86565399169922
1999-03-15,18.92826271057129
1999-03-16,18.88652801513672
1999-03-17,18.782182693481445
1999-03-18,19.043048858642578
1999-03-19,18.959583282470703
1999-03-22,18.90739631652832
1999-03-23,18.38568115234375
1999-03-24,18.469146728515625
1999-03-25,18.782182693481445
1999-03-26,18.63610076904297
1999-03-29,18.86565399169922
1999-03-30,18.803054809570312
1999-03-31,18.69870376586914
1999-04-01,18.69870376586914
1999-04-05,19.1160945892334
1999-04-06,19.13695526123047
1999-04-07,19.502164840698242
1999-04-08,19.700428009033203
1999-04-09,19.76302719116211
1999-04-12,20.263898849487305
1999-04-13,20.055204391479492
1999-04-14,19.867372512817383
1999-04-15,19.36652183532715
1999-04-16,19.17869758605957
1999-04-19,18.65696907043457
1999-04-20,19.011749267578125
1999-04-21,19.44999885559082
1999-04-22,19.846511840820312
1999-04-23,20.29520034790039
1999-04-26,20.263898849487305
1999-04-27,20.28476333618164
1999-04-28,19.742164611816406
1999-04-29,19.512596130371094
1999-04-30,19.36652183532715
1999-05-03,19.742164611816406
1999-05-04,19.36652183532715
1999-05-05,19.533472061157227
1999-05-06,19.616947174072266
1999-05-07,19.554338455200195
1999-05-10,19.512596130371094
1999-05-11,19.82562828063965
1999-05-12,20.01346206665039
1999-05-13,19.888248443603516
1999-05-14,19.533472061157227
1999-05-17,19.40825653076172
1999-05-18,19.199565887451172
1999-05-19,19.42912483215332
1999-05-20,19.689998626708984
1999-05-21,19.47085952758789
1999-05-24,19.011749267578125
1999-05-25,18.82392692565918
1999-05-26,18.84479331970215
1999-05-27,18.63610076904297
1999-05-28,18.77174949645996
1999-06-01,18.82392692565918
1999-06-02,18.761316299438477
1999-06-03,18.90739631652832
1999-06-04,19.36652183532715
1999-06-07,19.199565887451172
1999-06-08,19.043048858642578
1999-06-09,19.053482055664062
1999-06-10,18.896963119506836
1999-06-11,18.677839279174805
1999-06-14,18.782182693481445
1999-06-15,18.99087142944336
1999-06-16,19.36652183532715
1999-06-17,19.460430145263672
1999-06-18,19.36652183532715
1999-06-21,19.272600173950195
1999-06-22,19.241310119628906
1999-06-23,19.283042907714844
1999-06-24,18.92826271057129
1999-06-25,18.949134826660156
1999-06-28,19.157833099365234
1999-06-29,19.34565544128418
1999-06-30,19.59609031677246
1999-07-01,19.658687591552734
1999-07-02,19.658687591552734
1999-07-06,19.616947174072266
1999-07-07,19.742164611816406
1999-07-08,19.700428009033203
1999-07-09,19.783903121948242
1999-07-12,19.82562828063965
1999-07-13,19.783903121948242
1999-07-14,19.82562828063965
1999-07-15,19.91954231262207
1999-07-16,19.929981231689453
1999-07-19,19.846511840820312
1999-07-20,19.76302719116211
1999-07-21,19.721290588378906
1999-07-22,19.40825653076172
1999-07-23,19.241310119628906
1999-07-26,19.262170791625977
1999-07-27,19.616947174072266
1999-07-28,19.47085952758789
1999-07-29,19.13695526123047
1999-07-30,19.011749267578125
1999-08-02,18.88652801513672
1999-08-03,18.803054809570312
1999-08-04,18.53175163269043
1999-08-05,18.47957992553711
1999-08-06,18.28133201599121
1999-08-09,18.302200317382812
1999-08-10,17.936992645263672
1999-08-11,18.114370346069336
1999-08-12,18.114370346069336
1999-08-13,18.427404403686523
1999-08-16,18.427404403686523
1999-08-17,18.65696907043457
1999-08-18,18.782182693481445
1999-08-19,18.69870376586914
1999-08-20,18.65696907043457
1999-08-23,18.834354400634766
1999-08-24,18.5734920501709
1999-08-25,18.949134826660156
1999-08-26,18.803054809570312
1999-08-27,18.66740608215332
1999-08-30,18.218717575073242
1999-08-31,18.156116485595703
1999-09-01,18.176979064941406
1999-09-02,17.989164352416992
1999-09-03,18.563058853149414
1999-09-07,18.782182693481445
1999-09-08,18.69870376586914
1999-09-09,18.5734920501709
1999-09-10,18.677839279174805
1999-09-13,18.64653778076172
1999-09-14,18.45871925354004
1999-09-15,18.28133201599121
1999-09-16,18.291765213012695
1999-09-17,18.813491821289062
1999-09-20,18.583921432495117
1999-09-21,18.250030517578125
1999-09-22,18.20828628540039
1999-09-23,18.010019302368164
1999-09-24,17.728296279907227
1999-09-27,17.86393928527832
1999-09-28,17.696996688842773
1999-09-29,17.749168395996094
1999-09-30,17.90567970275879
1999-10-01,17.843080520629883
1999-10-04,18.114370346069336
1999-10-05,17.874372482299805
1999-10-06,18.32306480407715
1999-10-07,18.156116485595703
1999-10-08,18.354368209838867
1999-10-11,18.302200317382812
1999-10-12,17.989164352416992
1999-10-13,17.59264373779297
1999-10-14,17.530033111572266
1999-10-15,17.227439880371094
1999-10-18,17.14396095275879
1999-10-19,17.15438461303711
1999-10-20,17.571773529052734
1999-10-21,17.603078842163086
1999-10-22,17.822202682495117
1999-10-25,17.822202682495117
1999-10-26,17.696996688842773
1999-10-27,17.696996688842773
1999-10-28,18.45871925354004
1999-10-29,18.813491821289062
1999-11-01,18.82392692565918
1999-11-02,18.583921432495117
1999-11-03,18.66740608215332
1999-11-04,18.87609100341797
1999-11-05,18.792625427246094
1999-11-08,18.82392692565918
1999-11-09,18.69870376586914
1999-11-10,18.813491821289062
1999-11-11,19.032615661621094
1999-11-12,19.40825653076172
1999-11-15,19.491741180419922
1999-11-16,19.742164611816406
1999-11-17,19.543909072875977
1999-11-18,19.669116973876953
1999-11-19,19.57520866394043
1999-11-22,19.36652183532715
1999-11-23,19.043048858642578
1999-11-24,19.314350128173828
1999-11-26,19.157833099365234
1999-11-29,19.043048858642578
1999-11-30,19.032615661621094
1999-12-01,18.99087142944336
1999-12-02,19.157833099365234
1999-12-03,19.533472061157227
1999-12-06,19.64826011657715
1999-12-07,19.59609031677246
1999-12-08,19.783903121948242
1999-12-09,20.086502075195312
1999-12-10,19.961294174194336
1999-12-13,19.82562828063965
1999-12-14,19.867372512817383
1999-12-15,19.700428009033203
1999-12-16,19.85694122314453
1999-12-17,20.201276779174805
1999-12-20,20.130584716796875
1999-12-21,20.004636764526367
1999-12-22,20.025636672973633
1999-12-23,20.445453643798828
1999-12-27,20.445453643798828
1999-12-28,20.487424850463867
1999-12-29,20.4769344329834
1999-12-30,20.550403594970703
1999-12-31,20.74982261657715
2000-01-03,20.350990295410156
2000-01-04,19.889179229736328
2000-01-05,19.710769653320312
2000-01-06,19.77373504638672
2000-01-07,20.01513671875
2000-01-10,22.061777114868164
2000-01-11,21.474021911621094
2000-01-12,21.11717987060547
2000-01-13,21.746910095214844
2000-01-14,21.5579833984375
2000-01-18,21.15915298461914
2000-01-19,21.662944793701172
2000-01-20,21.495012283325195
2000-01-21,21.453025817871094
2000-01-24,20.812795639038086
2000-01-25,20.959733963012695
2000-01-26,20.865278244018555
2000-01-27,20.739330291748047
2000-01-28,20.319499969482422
2000-01-31,20.22504997253418
2000-02-01,20.487424850463867
2000-02-02,20.991226196289062
2000-02-03,21.180152893066406
2000-02-04,21.25362205505371
2000-02-07,20.907262802124023
2000-02-08,21.138160705566406
2000-02-09,20.760324478149414
2000-02-10,20.581893920898438
2000-02-11,20.592382431030273
2000-02-14,20.21454620361328
2000-02-15,20.057119369506836
